City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
165,Marathon,US,44.9,-89.7668,74.73,71,75,1.99,broken clouds
166,Nikki,BJ,9.9401,3.2108,76.23,83,88,5.61,overcast clouds
167,Awbari,LY,26.5921,12.7805,76.78,13,0,12.21,clear sky
168,Yinchuan,CN,38.4681,106.2731,44.91,47,0,4.99,clear sky
169,Te Anau,NZ,-45.4167,167.7167,37.53,99,100,3.15,light rain
170,Mount Gambier,AU,-37.8333,140.7667,46.31,87,92,0.0,overcast clouds
171,Lalmohan,BD,22.3384,90.7419,81.18,81,53,7.18,broken clouds
172,Kasangulu,CD,-4.5911,15.1708,73.47,86,97,3.78,light rain
173,Kieta,PG,-6.2167,155.6333,83.88,69,85,5.91,overcast clouds
174,Taft,IR,31.7471,54.2088,53.55,33,0,4.61,clear sky
175,Hami,CN,42.8,93.45,46.38,26,3,6.64,clear sky
176,Shahrud,IR,36.4182,54.9763,47.89,52,0,4.76,clear sky
177,Nanortalik,GL,60.1432,-45.2371,36.5,64,4,2.3,clear sky
178,Baruun-Urt,MN,46.6806,113.2792,33.35,49,0,9.86,clear sky
179,Nabire,ID,-3.3667,135.4833,80.96,82,95,2.68,overcast clouds
180,Iqaluit,CA,63.7506,-68.5145,35.33,87,20,1.99,few clouds
181,Nishihara,JP,26.1842,127.7558,82.45,89,90,20.71,overcast clouds
182,Flinders,AU,-34.5833,150.8552,54.68,79,100,5.01,overcast clouds
183,Altay,CN,47.8667,88.1167,37.4,46,95,5.61,overcast clouds
184,Aklavik,CA,68.2191,-135.0107,31.03,77,100,7.4,overcast clouds
185,Wright,US,45.1833,-93.9502,65.82,79,90,5.01,overcast clouds
186,Zheleznodorozhnyy,RU,55.7503,38.0042,43.21,66,19,4.21,few clouds
187,Hovd,MN,48.0056,91.6419,33.62,34,47,1.34,scattered clouds
188,Ankang,CN,32.68,109.0172,52.02,93,100,2.33,overcast clouds
189,Kisangani,CD,0.5167,25.2,71.8,99,99,1.54,moderate rain
190,Fairbanks,US,64.8378,-147.7164,37.6,94,90,3.44,light snow
